Respondent,Grade,Anger,Contempt,Disgust,Fear,Joy,Sadness,Surprise,Engagement,Valence,Sentimentality,Confusion,Neutral,Attention,Brow Furrow,Brow Raise,Cheek Raise,Chin Raise,Dimpler,Eye Closure,Eye Widen,Inner Brow Raise,Jaw Drop,Lip Corner Depressor,Lip Press,Lip Pucker,Lip Stretch,Lip Suck,Lid Tighten,Mouth Open,Nose Wrinkle,Smile,Smirk,Upper Lip Raise,Pitch,Yaw,Roll,Grade Group
001,100,2.160856485,0.192257896,0.035038583,2.648048639,0.024135428,0.126522243,1.060417891,0.328766108,0.0,0.039360747,0.041948233,94.7039032,95.11322784,0.041948233,0.206820235,0.039360747,0.002170611,0.232093751,4.52e-06,70.92390442,0.003546685,0.005420474,0.000216307,0.071829043,0.306067705,0.001248516,0.165328637,0.000741987,11.03366089,0.179591402,0.018799216,0.031703424,0.021054694,-9.629719734,7.157321453,-8.208485603,Above 55
001,100,0.141612679,0.17327641,0.029587615,0.148635969,0.026906483,0.121667072,0.059607618,0.328766108,0.0,0.434279263,0.050755117,99.65344238,91.46524048,0.007132387,1.568316579,0.227303669,0.38052839,0.0,0.0004661,0.019206423,0.050755117,0.17262274,0.023006342,0.434279263,4.10080862,0.019051138,0.200713977,5.25e-05,6.612155914,0.047780126,0.896980882,0.0,0.066521354,-11.86160374,-10.14094162,-4.346081257,Above 55
001,100,0.264130443,0.019429613,0.543001771,16.00461006,0.024789922,0.026848437,3.520312071,99.94875336,0.0,0.257668942,0.203270137,67.99077606,83.43048096,0.005552762,93.78681946,0.257668942,0.039802331,0.0,94.4022522,0.113727406,0.203270137,6.437394142,0.000118281,6.905218601,15.95654392,0.001709715,0.006354467,0.188025385,93.82185364,0.027376944,0.147687495,0.561647654,0.023693101,-5.041528702,13.91775513,-16.71405602,Above 55
001,100,4.264080048,0.192140803,0.029268447,5.65820837,0.024062658,0.126826152,2.663693905,0.328766108,0.0,0.011708647,0.022919271,88.68358612,98.17671204,0.022919271,0.125182509,0.011708647,0.041801576,0.022481482,1.16e-06,93.4098053,0.006623645,0.095390245,2.21e-05,0.058151666,0.019971123,0.008679115,0.004390972,0.000287398,5.681862831,0.126430258,0.00578621,0.002039855,0.008066623,-8.2059412,-2.069375515,-4.435204029,Above 55
001,100,0.316728532,0.191602856,0.024299573,0.343708932,0.024469268,0.127189785,0.155933022,0.328766108,0.0,0.135855243,0.044449348,99.31257629,97.46498871,0.044449348,0.032703631,0.135855243,0.171588689,0.250270605,1.24e-05,24.87243271,0.006312901,0.002031347,5.38e-06,0.340124637,0.002557424,0.33542487,2.353568077,0.005174559,0.033674564,0.147223979,0.092879891,0.010254409,0.00213957,-12.48891163,-3.753513336,-4.767865181,Above 55
001,100,0.925504506,0.05277022,0.668861747,0.622621477,5.111802101,0.133061945,0.17151697,99.58984375,36.00476456,0.31412977,0.8599931,89.77639771,98.55648041,0.31412977,0.750777364,61.73236847,6.88e-05,0.0,0.000236859,3.825419664,1.598767042,21.02840233,0.000203203,3.25e-06,0.8599931,0.018495446,5.92e-05,2.187489986,99.94915009,4.420035362,17.14045715,0.0,7.560961246,-5.808516026,-0.88228929,-2.388275862,Above 55
001,100,0.993530154,0.164232776,0.536187112,1.088162661,0.024741964,0.126099408,0.216574356,64.11934662,0.0,0.012686618,0.108940102,97.82367706,96.89492035,0.000229416,5.999245167,0.137064785,0.000648733,0.0,98.79624176,0.007658171,2.159526825,24.64580536,0.000128896,1.21e-05,0.108940102,1.19e-05,0.012686618,0.020255795,94.5586853,0.007966965,0.191537395,0.040883172,0.005348195,9.20542717,4.797063351,-9.814935684,Above 55
001,100,0.151839808,0.239550442,0.041084267,0.152595773,0.031040892,0.116443917,0.061435074,0.787120104,0.0,1.918012381,0.446890861,99.52089691,97.36749268,0.446890861,1.420933604,0.738441765,0.678340733,19.38097572,9.7e-05,0.503318489,0.029387759,0.582439125,0.109970599,0.058554668,38.16140366,0.224840984,29.45582581,0.012862499,10.53944206,2.831183195,1.918012381,3.637071133,1.707643986,-22.1195507,-3.947213173,-3.476220608,Above 55
001,100,0.248261914,0.119772673,0.020312442,0.265553564,0.050272327,0.104300588,0.147038043,0.328766108,0.364747614,6.398795128,0.159122214,99.46888733,98.65640259,0.159122214,0.007996994,0.420581907,0.571314275,9.154715538,1.95e-05,23.47172546,0.021867927,0.000105425,0.000245267,1.240217924,0.000332137,1.051716924,9.958201408,0.005845007,0.036452364,0.440979719,6.398795128,0.0,0.063884117,-5.409043312,0.518529952,3.7250247,Above 55
001,100,0.006545634,0.000199962,0.001184409,0.009632389,98.08731842,0.008540154,0.055610981,99.92764282,99.48684692,0.394592404,9.94e-05,0.0,98.33615875,0.070615649,0.001926714,35.92351532,0.066686936,0.0,0.026706975,0.030380266,0.111938849,3.26e-05,3.04e-06,0.290219277,9.94e-05,36.15330505,0.394592404,2.613986969,0.003329421,0.888332129,91.6568985,0.0,0.000162762,-2.160252571,-1.603687882,2.986281872,Above 55
001,100,0.804966867,0.009183199,0.787983716,0.409377754,4.081900597,0.036742184,0.140010893,81.13291931,40.90057755,0.1318966,0.579442739,91.83618927,98.57955933,0.579442739,0.936190307,11.5646925,0.000123598,0.0,0.000139735,12.38312435,0.1318966,8.873490334,1.53e-06,1.27e-05,0.011600936,0.127805531,0.002011848,0.109327212,99.92098236,1.466960907,40.4871788,0.0,28.91030121,-6.959527493,0.800530374,-9.786024094,Above 55
001,100,1.748773456,0.149780512,0.634497941,1.95326674,0.027189605,0.115313277,1.21160078,74.83976746,0.0,0.014186718,0.014186718,96.09346771,91.51145172,0.014186718,6.907833576,0.079962097,0.000521692,0.0,0.999946535,12.93605232,1.15429914,53.37691116,0.000793749,1.44e-05,0.003759756,0.0077003,8.53e-05,0.000772116,99.99098969,0.014272553,1.065523505,0.0,0.011974934,11.50955105,10.111269,-4.437184334,Above 55
001,100,1.501582026,0.192200154,0.989182174,0.887865365,0.024564849,0.120713629,0.602463186,68.36751556,0.0,0.014466637,0.047814026,96.99684143,98.575737,0.030051319,0.270344019,0.359189242,0.000101113,0.0,0.017749462,0.007439672,0.047814026,57.13386536,3.81e-05,2.87e-05,75.10097504,5.61e-05,0.000154316,3.866744995,99.69992065,3.224513769,0.014466637,0.043556448,4.878926277,-0.573390961,-0.814146042,0.136639863,Above 55
001,100,0.161398008,0.114207424,0.020421034,0.185378298,0.051580671,0.101623625,0.103537388,0.328766108,0.895953715,3.157639503,0.021599721,99.62924957,64.54859161,0.01289058,2.029881239,1.046771169,0.682393551,0.0,0.000724294,12.97551727,0.016766233,0.050866678,0.021599721,0.029935053,1.489847541,0.166850328,3.157639503,0.033203904,0.189199731,0.313524544,6.311225891,0.0,0.062037736,-27.02201271,19.00372314,7.244205475,Above 55
001,100,0.139289662,0.193335727,0.027409304,0.134858742,0.024329595,0.127809986,0.055618804,0.328766108,0.0,0.049241275,0.025317302,99.61332703,98.71539307,0.33599636,0.090054072,0.120802432,0.009696661,0.0,0.004265276,0.021561448,0.025317302,0.010715473,0.000373123,0.004281393,0.011377598,0.010974652,0.000943495,0.589793563,2.805166245,0.537479043,0.049241275,0.009246133,0.258503377,0.222747684,0.291067094,0.406912535,Above 55
001,100,18.934618,0.185884804,0.784688532,18.72573853,0.024357425,0.120261393,1.791004896,65.41262054,0.0,0.048438113,0.063469045,62.13076401,98.56020355,0.048438113,1.473360419,0.119499587,5.79e-05,0.0,2.54e-06,80.00202942,0.063469045,2.357439518,7.35e-07,5.01e-05,15.89582539,0.000303745,0.000152275,0.008935129,99.15974426,2.103526354,0.060147412,0.039495673,1.722631097,-4.671952248,0.869166315,-4.782670498,Above 55
001,100,0.523926079,0.190875113,0.024213562,0.599823117,0.024341961,0.126521513,0.279930145,0.328766108,0.0,0.083049715,0.033366881,98.800354,98.11978912,0.033366881,0.160036698,0.063151807,0.026591344,0.089883327,5.81e-06,38.82007217,0.003150185,0.002764844,1.17e-05,0.059918713,0.005134194,0.055148721,1.071179748,0.001680723,0.060026657,0.114462495,0.083049715,0.0,0.035453703,-11.59709644,-2.225969315,-3.865667582,Above 55
001,100,0.152020499,0.145483896,0.034694605,0.151744992,0.037205264,0.112542301,0.062326919,0.328766108,0.0,0.149047419,0.022131212,99.69595337,97.4131546,0.01288661,1.365017653,1.21024251,0.017752899,0.0,0.000297649,1.261113048,0.011636999,0.244426101,0.022131212,0.008228305,0.743382096,0.088754661,0.149047419,0.00940254,9.668322563,0.223232031,3.301341295,0.0,2.870928526,-29.29680252,-3.857386827,0.287566274,Above 55
001,100,1.331693769,0.192052215,0.668215096,0.965476155,0.024100291,0.127051771,0.401688099,63.18061829,0.0,0.007424866,0.040234391,97.33661652,98.00214386,0.040234391,0.106927618,0.009480733,4.41e-06,0.0,0.000927298,0.827434838,0.007424866,46.74082184,1.84e-06,1.95e-05,0.701241314,0.000845606,0.0001001,0.00154622,99.94607544,0.009203047,0.02091378,0.0,0.010937511,-2.026427746,2.535438299,-4.091179371,Above 55
001,100,0.126297385,0.190059528,0.02486323,0.126226619,0.024680234,0.125278592,0.055566184,0.328766108,0.0,0.188892722,0.007496909,99.61987305,97.30105591,0.032066826,0.012807448,0.098186292,0.012777003,0.0,2.05e-05,0.102614172,0.002006082,0.007496909,6.45e-05,0.00857338,3.166359901,0.004765442,2.194624662,0.008935896,0.228530481,0.642487824,0.188892722,0.0,0.004155348,-15.57514477,4.075247765,1.720179439,Above 55
001,100,4.954072952,0.182961076,0.02803799,7.011422634,0.02510515,0.123331919,3.485706091,0.328766108,0.0,0.025601156,0.025601156,85.97714996,98.77205658,0.025601156,1.08935082,0.108908609,0.004643058,1.230140686,1.74e-05,99.19765472,0.005207096,0.003290539,2.54e-05,0.003221073,0.001976995,0.044769786,0.017364843,0.000486321,4.530559063,0.200382531,0.336362362,0.0,0.087089337,-8.243706703,-0.062607847,-2.234970331,Above 55
001,100,0.252519608,0.1911854,0.025120165,0.26889199,0.024426099,0.125992447,0.121255152,0.328766108,0.0,0.126354545,0.05530053,99.46221924,98.54541779,0.082585737,0.014251907,0.038729828,0.134280413,0.05530053,1.84e-05,18.85031319,0.001418373,0.002447766,0.000280307,0.021797005,0.013675597,0.230635941,0.625790238,0.003322037,0.30569604,0.658271492,0.126354545,0.0,0.019710232,-11.11721897,-0.920988977,4.175144672,Above 55
001,100,0.653424859,0.129749626,0.024505643,1.678843379,0.024100151,0.097887777,0.908355296,0.328766108,0.0,0.019186564,0.005355697,96.64231873,98.73794556,0.010882633,15.80387688,0.019186564,0.139490917,0.0,7.42e-05,51.57569885,0.005355697,0.003102099,4.86e-05,0.411341459,0.001114269,0.025355568,0.013010339,7.56e-05,0.372215092,0.060668658,0.015938308,0.0,0.001719049,-12.58478165,-0.20137772,-5.081999302,Above 55
001,100,0.176244512,0.141625345,0.036589209,0.173555002,0.037932757,0.11122895,0.063848294,0.328766108,0.0,0.368404955,0.108052008,99.64750671,98.75386047,0.108052008,0.812371373,0.419292986,0.028568923,0.0,0.000429801,2.363843918,0.022130052,0.263007581,0.000197986,0.002255796,2.60667181,0.028437315,0.368404955,0.168918133,15.84714222,0.083669923,3.876199245,0.0,0.334571242,-27.41818237,-0.13708955,1.973035097,Above 55
001,100,0.133409515,0.192101121,0.024270929,0.134012759,0.024521394,0.127294809,0.05845296,0.328766108,0.0,0.21016103,0.117486708,99.61579895,98.44600677,0.117486708,0.013998603,0.21016103,0.027825532,0.853764296,0.001354835,1.324924111,0.000623945,0.001605798,4.24e-05,0.011485625,0.00369251,0.18263264,0.873451114,0.03863791,0.006985872,0.222026855,0.074239701,0.0,0.00305935,-10.14100456,-1.256581664,-1.168230891,Above 55
001,100,0.325469345,0.189633593,0.027161181,0.355143785,0.024373753,0.12606819,0.150958315,0.328766108,0.0,0.039232701,0.035653729,99.28971863,98.53726959,0.035653729,0.421449542,0.051779363,0.015849922,0.0,0.065162361,23.64266014,0.021335859,0.048689242,2.86e-05,0.039232701,0.895576835,0.002041773,0.004244266,0.000264317,3.645105362,0.070447408,0.100516401,0.011767946,0.012399683,-10.96436405,0.949361801,0.794646859,Above 55
001,100,0.044997379,0.017026436,0.008547454,0.064458452,1.51031673,0.047592849,0.055861548,9.334536552,31.58363342,1.439616442,0.445752233,96.97937012,98.14776611,0.445752233,0.003095022,9.250944138,0.129198819,50.41506958,0.008802918,0.217922568,0.031169413,4.4e-05,1.04e-06,0.912276208,0.000284105,29.84185791,1.439616442,0.585626423,0.007893236,0.921854675,32.52072144,0.0,0.000151184,-5.213355064,-2.149586678,3.763370514,Above 55
001,100,0.113770589,0.097692721,0.025844192,0.124948248,0.063649043,0.092842378,0.06623134,0.328766108,2.895970106,0.673781872,0.013106192,99.75009918,97.2507019,0.011315225,2.907505751,1.228348255,0.037076809,0.0,0.016592402,1.339055061,0.013106192,0.081715226,0.002339502,0.013070635,5.918206692,0.043892004,0.673781872,0.005963768,5.562161922,0.603546679,8.102884293,0.0,2.524954557,-30.29874229,4.170280933,2.700320005,Above 55
001,100,0.440496027,0.018079296,0.344173312,0.311248779,2.242607594,0.048961483,0.059308942,87.11306763,32.38179779,5.603911877,0.269019753,95.51477814,98.43211365,0.405352354,0.034087818,17.98252296,0.103610799,0.0,1.61e-05,1.265582323,0.121583834,0.269019753,4.73e-05,0.002544757,2.768026114,0.584591806,5.603911877,0.028105164,99.13205719,6.182831287,31.69677925,0.0,2.131775379,-9.001277924,-1.301796436,-8.229038239,Above 55
001,100,0.009295054,0.000371933,0.001517711,0.009724087,74.66657257,0.008045366,0.06520547,99.72657013,82.74827576,2.110458136,0.000422521,0.333423615,96.61407471,0.043461494,0.004423042,1.840742826,0.067628935,0.0,2.88e-05,3.937202215,0.024666402,0.000191298,1.78e-07,1.214783192,0.000422521,3.898895502,2.110458136,0.057727497,0.028225951,0.278243691,83.37252045,0.0,0.00028231,-7.587465286,-5.24450779,-1.675371528,Above 55
001,100,0.132526845,0.150602803,0.027030312,0.129776195,0.037721779,0.11798729,0.05598155,50.10526276,0.0,3.323446751,0.122014195,99.6987915,95.11943817,0.122014195,0.022566451,1.410076022,0.84706533,4.570499897,1.4e-05,0.252102226,0.004451248,0.024637045,0.058635928,0.008245759,0.027901934,0.449123442,91.9756546,0.001274074,5.65991354,0.107539892,3.323446751,0.0,0.124326549,-13.80321598,7.150637627,-5.270464897,Above 55
001,100,0.167848065,0.189122826,0.036837742,0.160068393,0.025043663,0.125993401,0.055526163,0.328766108,0.0,0.244334728,0.244334728,99.62176514,97.37229919,0.244334728,0.016479336,0.08914002,0.001824144,0.318026692,0.001859142,0.001418127,0.005946152,0.083774351,1.88e-05,0.000403167,0.032998152,0.011783434,0.024211323,0.141087443,12.20747852,0.592086315,0.324428231,0.0,0.032624658,-16.6376152,3.937845707,-2.423623562,Above 55
001,100,0.125642642,0.182789862,0.023629596,0.125702366,0.026522754,0.125318334,0.055467576,0.328766108,0.0,0.763724327,0.003042617,99.6344223,96.50380707,0.183015153,0.002183292,0.236351982,0.107968509,0.0,0.310296953,0.076015532,0.003042617,0.001027149,5.74e-06,0.022851845,0.001197996,0.532292366,1.406099677,0.108103797,0.027548105,0.082187675,0.763724327,0.0,0.000507794,-7.59910202,5.410467148,-0.048340045,Above 55
001,100,0.233952373,0.191029504,0.042022597,0.228888035,0.024261627,0.126437247,0.073750652,0.328766108,0.0,0.035420176,0.035420176,99.53208923,97.68882751,0.035420176,0.268093675,0.095715627,0.000846408,0.0,5.6e-05,6.385741711,0.01200451,0.258211553,4.87e-06,0.000189139,1.483751059,0.000722053,0.007211461,0.00748363,16.37154961,0.159351841,0.036913797,0.0,0.135031104,-12.60525227,-3.279845476,-3.917083502,Above 55
001,100,0.209799126,0.191997021,0.024179233,0.219364002,0.024342101,0.127231047,0.097798847,0.328766108,0.0,0.079074301,0.102322623,99.56127167,95.57968903,0.102322623,0.006048292,0.071091175,0.039651114,0.520897746,0.000185616,13.69603348,0.000974043,0.000124283,6.77e-05,0.034177694,0.000182469,0.053047236,0.095615536,0.001882069,0.006419766,0.140059695,0.079074301,0.0,0.005144521,-9.913445473,6.631251335,-2.298920631,Above 55
001,100,1.832476258,0.189827204,0.081530809,1.939715385,0.024383353,0.126048625,0.45716092,1.085972309,0.0,0.006847333,0.006847333,96.12056732,97.97853851,0.006847333,0.259085476,0.030708071,8.62e-05,0.0,2.16e-05,50.20046234,0.012787935,0.328274101,2.4e-05,6.71e-05,0.000568834,0.00343611,0.00020467,0.004067886,36.57605743,0.082833327,0.114736825,0.0,0.057905626,-3.44609499,-2.595352411,-1.205269694,Above 55
001,100,0.134623915,0.189985454,0.024265401,0.135043889,0.024623802,0.126443878,0.058787521,0.328766108,0.0,0.031202059,0.007280864,99.62003326,97.27736664,0.014336947,0.006969263,0.055325754,0.017511362,0.0,0.000165237,1.45897007,0.004992352,0.007280864,0.000186738,0.031202059,0.033858635,0.015823526,0.012091662,0.008307835,0.408743113,0.029717349,0.190138519,0.0,0.008571418,-1.095820904,-4.120167732,0.399143577,Above 55
001,100,0.157428235,0.193073481,0.029407293,0.155210778,0.024076682,0.12746945,0.060519628,0.328766108,0.0,0.007030555,0.104030862,99.61384583,97.91837311,0.132048383,0.035263807,0.019542877,7.38e-05,0.0,6.41e-06,2.035571098,0.000683022,0.104030862,1e-06,0.00015206,1.140246987,0.000140717,0.003639473,0.051699445,5.83114624,0.14725399,0.007030555,0.001746552,0.009063507,-5.283546448,-2.745072365,4.264077663,Above 55
001,100,0.931035161,0.192591414,0.399058163,0.707197726,0.024128892,0.126532599,0.065514058,32.00147629,0.0,0.00721523,0.057343271,98.13793182,98.65113831,0.057343271,0.02864559,0.041553259,0.000223691,0.0,0.000280817,1.387181878,0.001189987,2.662853241,1.71e-07,1.91e-05,0.292717278,0.000112902,0.00721523,0.042215541,83.56026459,0.393636256,0.015257472,0.0,0.180200294,-13.52169704,-0.538363338,-1.961784244,Above 55
001,100,0.252168685,0.158622414,0.205758393,0.142392829,0.032813404,0.192473948,0.066124156,0.578983665,0.0,2.186938286,0.59118247,99.49565887,96.34764862,0.076409057,1.308039665,1.188799262,26.53509903,15.9118185,0.000116616,0.358442187,0.015828868,2.620172739,0.59118247,5.945746899,1.816701293,0.128499508,0.84595865,0.000442346,7.407708645,1.423081875,2.186938286,0.0,20.39500999,-28.39727402,-5.637050629,-5.876856804,Above 55
001,100,0.193572342,0.0085079,0.072066829,0.135559201,3.744037867,0.035412934,0.057159893,32.70040131,40.25787354,0.045313951,0.110689081,92.51192474,98.17516327,1.665858626,0.012652186,6.650639057,2.17e-05,0.0,0.001004999,0.635317087,0.045313951,0.110689081,9.02e-08,3.84e-05,0.014006709,0.014643269,0.000335055,2.181171417,70.73345947,0.976233423,42.17567444,0.0,1.974782348,-17.95866013,2.073688984,-2.362667561,Above 55
001,100,0.175859794,0.000106599,0.077698343,0.091710068,99.97803497,0.011770429,0.243707001,99.98104858,98.77677917,0.035669014,0.035669014,0.0,95.55457306,0.035669014,0.10765864,98.64880371,1.78e-05,0.0,3.55e-06,25.68544769,0.258113235,9.600333214,1.96e-10,6.2e-07,6.46e-06,0.842664897,1.1e-06,3.288077354,99.99794006,2.713141203,99.99737549,0.0,20.85288811,-11.48937321,-6.660888195,-2.283290148,Above 55
001,100,4.214476585,0.192233741,0.040334657,5.412339687,0.024199968,0.126783103,2.07397294,0.328766108,0.0,0.052406009,0.086997442,89.17532349,98.06460571,0.006828331,0.377609134,0.066590048,0.022534974,1.296945691,0.002813404,86.96225739,0.086997442,0.059228618,0.000338063,0.052406009,0.603072286,0.191411197,0.014321576,0.0009475,15.53240681,0.034495089,0.028898837,0.086096004,0.004249369,0.669006288,-2.373421669,-0.558944285,Above 55
001,100,0.464166552,0.130961061,6.85753727,0.106258228,0.06041526,0.243604884,0.059648428,9.286139488,0.0,6.095065117,2.206837654,86.28492737,97.20000458,2.818762064,0.002158509,4.264200687,47.15739441,0.0,0.122673064,0.00016196,0.00166116,1.823354959,2.206837654,1.862112284,4.717150688,0.071658224,0.803023577,1.96199441,12.22338104,17.81271935,6.095065117,0.0,61.15504456,-29.10293007,-4.26424408,-6.880969048,Above 55
001,100,0.169827372,0.1928543,0.026905635,0.171613768,0.024077,0.126976937,0.071289994,0.328766108,0.0,0.020091563,0.033498999,99.61429596,98.43739319,0.033498999,0.040584609,0.020091563,0.002004225,0.071354635,9.77e-05,5.917749405,0.001953402,0.148759216,8.19e-06,0.000983147,52.04802704,0.007787511,0.026259486,0.002898609,3.185993671,0.11466483,0.006867494,0.015362421,0.0254803,-8.395721436,-1.284702659,0.855724216,Above 55
001,100,0.822585285,0.185176164,0.141719937,0.806886256,0.0243132,0.123770624,0.136287227,4.136734486,0.0,0.09450841,0.350473225,98.35483551,98.32086945,0.350473225,1.963050365,0.1208864,0.010302154,0.126326397,0.000113608,18.65827751,0.023441527,1.03210032,1.39e-05,0.057991594,28.33294868,0.006434402,0.09450841,0.038089007,52.25719452,0.639519811,0.043166135,0.035648324,0.065641187,-15.64153099,-1.650188684,7.124215603,Above 55
001,100,0.164131477,0.192862466,0.025105486,0.166922942,0.02408134,0.127273172,0.071873143,0.328766108,0.0,0.028125672,0.013292553,99.61427307,97.64266205,0.071130447,0.021870034,0.028125672,0.007911781,0.007545238,8.49e-05,6.266340733,0.003211748,0.013292553,0.000638898,0.013080035,16.45340157,0.001693767,0.045871805,0.004147319,1.081289411,0.116638407,0.004402582,0.000761875,0.036140822,-8.249518394,-3.38108778,-6.117898464,Above 55
001,100,0.270978987,0.004108376,0.070962906,0.215739638,8.765717506,0.023817945,0.107440606,67.89505768,49.98262024,0.039499149,0.040158097,82.46856689,98.76052094,0.064711563,0.078509562,4.575100899,0.001454743,0.0,7.62e-06,15.80393982,0.039499149,0.040158097,1.65e-06,0.002093784,0.016019378,0.123468846,0.005407525,0.013726155,80.76248932,0.830752492,51.32682037,0.0,1.223162651,-8.476462364,-0.109991305,0.248598233,Above 55
001,100,0.588604093,0.190866843,0.06928467,0.578440428,0.024326835,0.126750261,0.140122339,0.77342248,0.0,0.015961759,0.051177327,98.82279968,97.58203888,0.008456699,0.276165664,0.127222806,0.005703162,0.0,0.001723256,21.89194489,0.051177327,0.124531999,1.82e-05,0.015961759,4.070284367,0.002329137,0.003173227,0.013274997,31.76313782,0.043897878,0.04496653,0.005893787,0.010395478,-11.63183498,-3.511142731,-2.876140356,Above 55
001,100,2.022353172,0.190735608,0.178825244,1.885986924,0.02435329,0.126184419,0.291337729,5.226459026,0.0,0.010525429,0.098375253,95.95529175,98.15795135,0.098375253,0.350982696,0.134846359,0.000239386,0.005740508,1.59e-05,39.23666,0.006141957,0.353625089,2.7e-06,0.000212152,0.236473322,0.001814949,0.010525429,0.011635745,56.9213829,0.345818222,0.05083641,0.0,1.914500475,-14.03327465,2.121504068,-1.779110551,Above 55
